,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0
76,amzn,2017-06-16,absence adverse adversely against allegation allege alleged alleging antitrust bad bankrupt bankruptcy breach breached breaches breaching break breakage bribe bribery bridge burden cancel cancellation cancelled caution cautionary cautioned cease challenging claiming claims closed closing closings closure closures concern condemn condemnation conflict conflicts contested contrary controversy corrupt corruption counterclaim criminal cut damage damages decline default defect defects defend defer deficiencies deficiency delay delayed delinquent delist delisting destroy destroyed destruction deter difficult difficulties diminish disaster disasters disclose disclosed disclosing disfavor disfavoring dispose disproportion disproportionate dispute disputes disqualify disregard disregarded disrupt disruption dissent dissenting dissolution distract divest divestiture divestitures doubt easing encumber encumbrance encumbrances enjoin enjoining enjoins erred error excessive exculpation expropriation fail failed fails failure failures fault fined force forced forego fraud fraudulent grievance harm ill illegal illegality impair impediment impediments impossible improper inaccuracies inaccuracy incident inconsistent inconvenient incorrect infringe infringed infringes injunction injunctions inquiry insolvency insufficient intentional interfere interfering interrupt interruption invalid invalidate invalidated invalidity investigation investigations irregular irregularities irreparable jeopardize knowingly lack lapse lapsed lapsing late laundering lie limitation limitations liquidate liquidated liquidation litigation lose loses losing loss losses lost lying malfunction malfunctioned misappropriate misappropriated misappropriates misconduct mislead misleading miss misuse moratorium negative negligence noncompliance nonpayment objection objections obsolete omission omissions omit omitted oppose opposed overage overdue overturn overturned penalties penalty plea pleas pled poses posing postpone postponed postponement postponements preclude preventing punitive purport purported question questions quit recall redact redacted redaction refusal refuse reparation resign resignation resignations restate restated restructure revocation revoke revoked sever solvency standstill stolen stoppage strain straining sue sued sues suffer suffered suing suspension taint terminate terminated terminating termination terminations threat threaten threatened unable unauthorized unavailability undue unemployment unexpected unfunded unlawful unpaid unreasonable unreasonably unresolved violate violated violates violating violation weak weakness weaknesses worse worsen worsening,ambiguity anticipate anticipated apparent appear appears approximate approximately assume assumed assumes assuming assumption assumptions believe believed believes conditional conditionally contingencies contingent could depend dependent differ doubt fluctuating likelihood may nearly nonassessable pending possible predict prediction predictions predictive preliminary presumption probable revise revised risk risks sometime sometimes tending uncertain uncertainties unexpected variance variances,able achieve achieved achievement achieving advancement advances advancing advantage beneficial beneficially benefit best better collaboration confident delight delighting effective enable enhance enhanced excellence exclusive exclusively exclusivity favorable favored favoring gain gained gaining gains good great greater greatest highest honor improve improvement improvements innovation invent invention inventions inventor leading loyal opportunities opportunity pleased resolve satisfaction satisfactory satisfied satisfy satisfying success successful win,964.1699829101562,987.7100219726562,995.1699829101562,1002.22998046875,976.780029296875,1052.800048828125,1046.0,44.0,38.0,6.0,0.0,4.682,1119.97,2.44,3.22,0.76,5.05,7.78,4.37,7.09,-6.0,-6.6
77,amzn,2017-07-27,break cancel cancellation cancellations claims closure closures collapse conciliation critical cut decline difficult erred fined fraud ill interrupt interruption interruptions lack lag lapse late lie limitation limitations lose loss losses lying miss omit quit restructuring restructurings sue sued taint unfavorable unpredictable,anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit best collaboration creative easily enhancing excellence exclusive exclusively favorable gain gained gains good highest innovative invent invention inventor leading opportunities premier premiere proactive satisfy win,1052.800048828125,1046.0,1020.0399780273438,996.1900024414062,992.27001953125,983.2999877929688,982.739990234375,43.0,37.0,5.0,1.0,4.628,1119.85,-0.65,-3.11,-2.48,-1.29,-0.9,-1.35,-0.96,-12.19,-12.24
78,amzn,2017-08-15,break claims cut difficult difficulties disrupt disruption distract fined ill late lie limitation loss lying miss poses sue sued taint unable unexpected unlawful,anticipate anticipated anticipates assume believe believes could differ fluctuation fluctuations may pending revise revised risk risks uncertain uncertainties unexpected,able achieve benefit confident easily excellence great greater invent invention inventor opportunities satisfied satisfy win,983.2999877929688,982.739990234375,978.1799926757812,958.469970703125,952.4500122070312,982.739990234375,978.1799926757812,45.0,39.0,5.0,1.0,4.644,1150.33,-0.06,-0.52,-0.46,2.53,3.18,2.06,2.7,-14.57,-14.97
79,amzn,2017-08-16,break claims cut difficult difficulties disrupt disruption distract fined ill late lie limitation loss lying miss poses sue sued taint unable unexpected unlawful,anticipate anticipated anticipates assume believe believes could differ fluctuation fluctuations may pending revise revised risk risks uncertain uncertainties unexpected,able achieve benefit confident easily excellence great greater invent invention inventor opportunities satisfied satisfy win,982.739990234375,978.1799926757812,960.5700073242188,953.2899780273438,945.260009765625,953.2899780273438,966.9000244140624,45.0,39.0,5.0,1.0,4.644,1150.33,-0.46,-2.26,-1.8,0.0,0.85,1.43,2.29,-17.13,-15.95
80,amzn,2017-08-22,against allege alleged arrears breach break bridge cancel cancellation cease ceases claims closed closing closure closures conflict conflicts contrary culpability cut damage damages default defaults delay deter discontinue dispose erred evade fail failed failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm ill illegal impair impaired impairment inappropriate incident inconsistent ineligible injuries injury insufficient invalid investigation irreparable late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss misstate misstatement objection omission omissions omit overdue plaintiff plea plead pleaded poses prejudice prejudiced question quit reparation sever sue sued suspend suspending suspension suspensions terminate terminated termination threat threaten threatened unavailable unpaid violate violation,assuming assumption assumptions believe believed believes conditional could depend dependent differ differing may pending possible preliminary revise revised,able beneficial benefit best conclusive conclusively confident effective enable exclusive gain gains great greater highest leading opportunity satisfactory satisfy succeed succeeding success win,953.2899780273438,966.9000244140624,958.0,945.260009765625,980.5999755859376,958.0,952.4500122070312,45.0,39.0,5.0,1.0,4.644,1150.33,1.43,0.49,-0.92,1.35,-2.3,0.76,-2.87,-16.72,-17.2
81,amzn,2017-08-24,break caution cautioned closure cut deter difficult difficulties disrupt disruption distract fined fines ill lie limitation lose loss lying miss plea pleas sever sue sued unable undue unexpected,anticipate anticipated anticipates approximate approximately assume assumes believe believes could differ may possible revise revised risk risks unexpected,able achieve benefit best enable enjoy excellence great greater highest innovate invent invention leading opportunity reward rewards satisfy win,958.0,952.4500122070312,945.260009765625,954.0599975585938,980.5999755859376,945.260009765625,946.02001953125,46.0,40.0,5.0,1.0,4.652,1151.14,-0.58,-1.33,-0.75,-0.92,-3.6,-0.84,-3.53,-17.88,-17.82
82,amzn,2017-08-28,break cancel canceled closed closure closures concern cut disclose disclosed dissent dissenting fined forego ill late lie limitation limitations lose lying miss poses quit sue sued,approximate approximately differ may revise revised risk,able benefit confident effective great greater satisfy win,945.260009765625,946.02001953125,954.0599975585938,980.5999755859376,967.7999877929688,979.469970703125,965.9000244140624,46.0,40.0,5.0,1.0,4.652,1150.32,0.08,0.93,0.85,-0.12,1.21,-1.5,-0.2,-14.85,-16.03
83,amzn,2017-09-08,break collapse cut disclose fined lapse lie lose lying miss,hidden revise revised,able satisfy win,979.469970703125,965.9000244140624,977.9600219726562,999.5999755859376,969.8599853515624,972.9099731445312,972.4299926757812,47.0,41.0,5.0,1.0,4.66,1150.32,-1.39,-0.15,1.25,-2.67,0.31,-2.72,0.26,-15.42,-15.46
84,amzn,2017-10-26,anomalies barrier barriers break cancel cancellation cancellations claims closed closing closure closures collapse conciliation critical cut decline difficult erred fined fraud ill inadvertent interrupt interruption interruptions lapse late lie limitation limitations lose losing loss losses lying miss omit quit reparation restructuring restructurings sue sued sues taint trouble troubles unauthorized unfavorable unpredictable,anomalies anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able acclaimed accomplish accomplished alliance benefit best better easily easy efficiency enable enabled enables enjoy excellence exclusive exclusively favorable favorite gain gains good improve improved invent invention inventor leading opportunities satisfy surpass surpassed win,972.9099731445312,972.4299926757812,1100.949951171875,1105.280029296875,1120.6600341796877,1125.3499755859377,1129.1700439453125,49.0,43.0,5.0,1.0,4.673,1183.56,-0.05,13.16,13.22,1.82,0.42,2.16,0.76,-4.92,-4.6
85,amzn,2017-11-13,break closing closure collapse cut defer deter disclose erred fined ill lapse late lie lose losing lying miss poses purport quit restate restated sue sued termination unfavorable,approximate approximately assume assumed assumption assumptions could depend dependent differ hidden intangible may predict predicting preliminary revise revised,able effective favorable good improve improvement improvements invent inventor satisfy win,1125.3499755859377,1129.1700439453125,1136.8399658203125,1137.2900390625,1156.1600341796875,1187.3800048828125,1177.6199951171875,49.0,45.0,3.0,1.0,4.755,1249.23,0.34,1.02,0.68,4.4,2.7,3.55,1.86,-4.95,-5.73
86,amzn,2017-12-20,arrears break cease ceased ceases conflict conflicts contrary cut default delay deter doubt erred fail failure fault faults fined force forego ill illegal impair impaired inconsistent inconvenience invalid late lie limitation limitations lose lying miss overdue poses purport sue sued sues unpaid,assume assumes assuming depend dependent doubt may revise revised,able beneficial benefit effective great greater highest satisfaction satisfactory satisfy succeed succeeding success win,1187.3800048828125,1177.6199951171875,1174.760009765625,1176.760009765625,1169.469970703125,1450.8900146484375,1390.0,51.0,47.0,3.0,1.0,4.765,1292.21,-0.82,-1.06,-0.24,23.3,24.06,18.12,18.86,12.28,7.57
87,amzn,2018-02-01,anomalies break cancel cancellation cancellations challenge challenges claims closure closures collapse conciliation critical critically cut decline difficult easing erred fined force fraud ill inappropriate interrupt interruption interruptions lapse late lie limitation limitations loss losses lying malicious miss omit quit restructuring restructurings sever stopped sue sued taint threat unauthorized unfavorable unpredictable,anomalies anticipate anticipated anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may nearly pending possible predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able acclaimed alliance benefit best better boost delight dream easier easily easy empower empowering enable enabled enables enabling excellence favorable gain gains good great ideal improving innovating innovation innovations invent invention inventor opportunities optimistic popular positive satisfaction satisfy strong success successful successfully versatile win winning,1450.8900146484375,1390.0,1429.949951171875,1442.8399658203125,1386.22998046875,1503.8299560546875,1527.8399658203125,52.0,48.0,3.0,1.0,4.769,1460.63,-4.2,-1.44,2.87,4.23,8.48,5.89,10.22,2.96,4.6
88,amzn,2018-04-18,against break challenge challenges closed closure critical crucial cut defect defects difficult displace displaced easing fail failure failures fined force forced forcing ill inability late lie lose loss losses lying miss mistake mistaken mistakenly problem problems question quit quitting sacrifice sacrifices serious sever sue unreasonably urgency wrong,appear believe could depend dependent differ exposure hidden likelihood may might possible probability probably revise revised risk risks varies,able achieve achieving advantage advantages beautiful benefit best better brilliant despite easily easy effective efficiency empower enable enabled enabling encouragement enhance enhanced enhancement enhancements enhancing excellence excited exciting exclusive favorite gain gaining gains good great greater greatly improve improved improvement improving incredible incredibly ingenuity innovation invent inventing leadership opportunities opportunity optimistic perfect popular premier proactive proactively profitability progress receptive reward satisfied satisfy strength strengthen strengthened strong stronger success successes surpass surpassed tremendous valuable versatile win winner winning,1503.8299560546875,1527.8399658203125,1556.9100341796875,1517.8599853515625,1572.6199951171875,1460.1700439453125,1517.9599609375,51.0,47.0,3.0,1.0,4.765,1707.83,1.6,3.53,1.9,-3.8,-7.15,0.01,-3.48,-14.5,-11.12
89,amzn,2018-04-26,break bridge cancel cancellation cancellations claims closure closures collapse conciliation crime critical cut decline difficult disaster easing erred fined force fraud ill inability interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit question quit restructuring restructurings sever slow slowed sue sued taint unfavorable unpredictable,anticipate anticipates approximate approximately assume assumes believe contingencies could depend dependent differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable unusual,able advantage alliance benefit better collaboration desirable easier easily easy effective efficiency enable enabled enables enjoy enjoying excellence exclusive exclusively favorable favorite favorites gain gains good improve improving innovative invent invention inventor opportunities popular premier premiere satisfaction satisfy win,1460.1700439453125,1517.9599609375,1572.6199951171875,1582.260009765625,1600.1400146484375,1517.9599609375,1572.6199951171875,51.0,47.0,3.0,1.0,4.765,1731.17,3.96,7.7,3.6,-4.06,-5.14,-0.61,-1.72,-12.32,-9.16
90,amzn,2018-04-27,absence adverse adversely against allege alleged arrears bad bail bankrupt bankruptcy breach break breakage bridge burden burdens burdensome cancel cancellation caution cautionary cease ceases challenging claiming claims closed closing closure closures concern conciliation conflict contested contesting contradict contradicted contrary corrupt corruption counterclaim counterclaims critical cut damage damages danger decline declined default defer deficiencies deficiency delay delayed delinquent deter detract disadvantage disadvantageous disapprove disavow disclose disclosed dishonor dismiss dismissed dispose disproportion disproportionate disproportionately dispute disputes disregard disregarded doubt encroach encroachment encroachments encumber encumbrance encumbrances endanger endangered enjoin erred erring error exculpatory exonerating expose fail failed failing fails failure fault faults fined force forced forego forfeit forfeiture fraud fraudulent harm ill illegal illegality impair impaired impairment impracticable inability inaccuracy inaccurate inadequacy incapable incident incompetence inconsistent incorrect indefeasible indefeasibly injunction injunctions insolvency intentional interfere interfering invalid invalidate invalidated invalidity investigation lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator litigation lose losing loss losses lost lying malpractice misconduct miss missed moratorium negligence nondisclosure nonpayment nonperformance objection obsolete omission omit omitted oppose opposed overage overdue penalties penalty plea plead pleading pleadings pled poses posing postpone preclude prejudice protest protests punitive purport quit refusal reject reparation repudiate resign resignation restate restated restatement restates restructuring revocation revoke revoked revokes sever solvency stopping strain subpoena sue sued suffer suffered suspend suspended suspension terminate terminated termination terminations threat threaten threatened unable unemployment unintended unlawful unpaid unreasonably unreimbursed unsatisfied usurious violate violates violation violations,anticipate anticipated anticipation appear appearing approximate approximately assume assumed assumes assumption believe believed conditional conditionally contingency contingent could depend dependent differ differs doubt fluctuating fluctuation fluctuations intangible may might pending possible precaution precautionary presume presumed revise revised risk risks speculative tending unknown unwritten variable variation vary,able achieve achieved adequately advances advantage advantageous assuring beneficial beneficially benefit benefited best conclusive conclusively confident desired diligent diligently effective empower empowered enable exclusive exclusively gain gains good great greater highest honor improve improvement improvements improving leading opportunity perfect perfected progress satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win,1517.9599609375,1572.6199951171875,1566.1300048828125,1569.6800537109375,1592.3900146484375,1629.6199951171875,1641.5400390625,51.0,48.0,2.0,1.0,4.8039999999999985,1864.85,3.6,3.17,-0.41,3.82,2.34,4.58,3.09,-12.61,-11.97
91,amzn,2018-06-01,break closed collapse cut disclose disclosed fined lapse lie lose lying miss,depend dependent hidden revise revised,able gain gains satisfy success win,1629.6199951171875,1641.5400390625,1665.27001953125,1695.75,1698.75,1863.6099853515625,1808.0,52.0,48.0,3.0,1.0,4.769,1880.21,0.73,2.19,1.45,9.9,9.7,6.62,6.43,-0.88,-3.84
92,amzn,2018-07-26,break cancel cancellation cancellations claims closure closures collapse conciliation critical cut decline difficult erred fail failure fined fraud ill impair impaired interrupt interruption interruptions lapse late layoff layoffs lie limitation limitations losing loss losses lying miss omit pled quit restructuring restructurings sever sue sued taint unfavorable unpredictable worry,anticipate anticipates approximate approximately assume assumes believe contingencies could depend dependent differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best easily easy effective efficient efficiently empower empowering enable enabled enables enhance excellence exclusive favorable gain gains good great greater improve innovating innovation invent invention inventor opportunities popular satisfy stable win winning,1863.6099853515625,1808.0,1817.27001953125,1777.43994140625,1847.75,1664.199951171875,1782.1700439453125,50.0,47.0,3.0,0.0,4.84,1968.09,-2.98,-2.49,0.51,-6.37,-9.93,0.27,-3.55,-15.44,-9.45
93,amzn,2018-10-25,anomalous break breaking cancel cancellation cancellations challenging claims closure closures collapse conciliation cut decline difficult disaster divert diverting easing erred fined force fraud harm ill intermittent interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss omit pled question questions quit restructuring restructurings sever shut shuts slow slowing sue sued sues taint unfavorable unpredictable,anomalous anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties uncertainty unpredictable variable vary,able advances alliance benefit best better breakthrough breakthroughs easily easy effective enable enabled enables enabling enhance enjoy excellence exclusive exclusively fantastic favorable friendly gain gains good highest improve improved innovate innovating innovation innovations innovative invent invention inventor opportunities reward rewards satisfy stable transparency win winner,1664.199951171875,1782.1700439453125,1642.81005859375,1530.4200439453125,1627.800048828125,1670.4300537109375,1718.72998046875,50.0,47.0,2.0,1.0,4.8,2142.8,7.09,-1.29,-7.82,9.15,2.62,12.3,5.59,-22.04,-19.79
94,amzn,2019-01-31,against break cancel cancellation cancellations claims closure closures collapse conciliation cut decline defect defects difficult easing erred error errors fined force fraud ill interrupt interruption interruptions lag lapse late lie limitation limitations loss losses lying miss omit overage question questions quit restructuring restructurings sever sue sued suing taint unfavorable unpredictable worry,almost anticipate anticipates approximate approximately assume assumes believe contingencies could depend dependent differ fluctuation fluctuations hidden may nearly pending possible predict revise revised risk risks uncertain uncertainties uncertainty unknown unpredictable variant variants,able achieve advancement advancements advances alliance benefit best easier easily easy effective enable enables enjoy excellence favorable favorite gain gains good ideal improve improved improvement innovation invent invention inventor opportunities popular proactive proactively reward satisfy surpass surpassed surpassing win,1670.4300537109375,1718.72998046875,1626.22998046875,1658.81005859375,1591.0,1626.22998046875,1633.31005859375,51.0,48.0,2.0,1.0,4.8039999999999985,2142.22,2.89,-2.65,-5.38,-1.96,2.21,-1.54,2.66,-24.09,-23.76
95,amzn,2019-02-04,break collapse cut fined lapse lie lying miss,assuming hidden revise revised,able leadership satisfy win,1626.22998046875,1633.31005859375,1658.81005859375,1614.3699951171875,1640.0,1631.56005859375,1633.0,50.0,47.0,2.0,1.0,4.8,2106.45,0.44,2.0,1.56,1.06,-0.51,1.15,-0.43,-22.54,-22.48
96,amzn,2019-02-25,break cut fined lie lying miss,assuming revise revised,able leadership satisfy win,1631.56005859375,1633.0,1636.4000244140625,1639.8299560546875,1668.949951171875,1820.699951171875,1818.8599853515625,49.0,46.0,2.0,1.0,4.796,2109.87,0.09,0.3,0.21,11.03,9.09,10.92,8.98,-13.71,-13.79
97,amzn,2019-04-04,break cease cut deter divorce fined ill incapacity lie lying miss sue sued terminate termination,approximate approximately revise revised,able satisfy win,1820.699951171875,1818.8599853515625,1837.280029296875,1835.8399658203125,1844.8699951171875,1847.3299560546875,1844.0699462890625,49.0,47.0,1.0,1.0,4.837,2118.21,-0.1,0.91,1.01,0.63,0.13,0.45,-0.04,-12.79,-12.94
98,amzn,2019-04-11,against break challenge challenges challenging closing closure convict conviction critical cut difficult easing fail failed failure failures fined force forced forcing ill impossible lack late lie lose losing loss losses lying miss oppose opposed pled punitive question questions sacrifice sacrifices serious sever strain strained sue taint urgency worst,appear believe could depend dependent differ may might nearly occasionally possible probability random revise revised risk risks,able achieving advances advantage advantages benefit benefitted best better delight despite easy effective efficiency efficient enable enabled enabling encouragement enhance enhanced excited gain gaining gains good great greater greatly happy ideal improve improved improving incredible incredibly innovative invent invented inventing inventor leadership leading opportunities opportunity optimistic profitability progress receptive reward satisfy strength strengthen strengthened strong stronger succeed success successes valuable versatile win winning,1847.3299560546875,1844.0699462890625,1843.06005859375,1863.0400390625,1887.31005859375,1901.75,1902.25,50.0,48.0,1.0,1.0,4.84,2124.5,-0.18,-0.23,-0.05,2.08,0.77,2.1,0.79,-10.48,-10.46
99,amzn,2019-04-25,alerting break cancel cancellation cancellations challenge challenges claims closure closures collapse complicate complicated conciliation cut decline difficult erred fined force fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit overage quit restructuring restructurings sever sue sued taint unfavorable unpredictable,anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit best better collaborate collaboration desirable dream easily easy enable enabled enables enabling enhance enhanced enhancement enhancements excellence exclusive favorable gain gains good innovation innovative invent invention inventor opportunities opportunity popular premier premiere progress satisfy stable success successful successfully win worthy,1901.75,1902.25,1950.6300048828125,1926.52001953125,1950.550048828125,,,50.0,48.0,1.0,1.0,4.84,2138.17,0.03,2.57,2.54,,,,,,
